MS	HH	DEPEND	AGE	F1040A	F1040EZ	TPI	TXRT	MR	EMP	PREP	TAX	SUBJECT	TIME	LNTPI	LNTAX
1	0	4	0	0	0	44930.65625	28	33	0	0	5803.832031	112	4	10.71287537	8.666445732
1	0	2	0	0	0	28839.41602	22	25	0	0	2926.094971	113	4	10.26949787	7.981765747
1	0	2	0	0	0	39338.50391	33	33	0	1	7182.481934	114	4	10.57995892	8.87953949
1	0	2	0	0	0	33803.83203	25	28	1	1	4250	115	4	10.42832947	8.354909897
0	1	3	0	1	0	20320.25586	20	20	0	0	2383.21167	116	4	9.919373512	7.776623726
1	0	2	0	0	0	47128.64844	33	38	0	0	7468.065918	117	4	10.76063633	8.918524742
0	0	1	0	0	0	26336.67969	23	30	0	0	2681.569336	118	4	10.17871761	7.894530296
1	0	3	0	0	0	26508.21094	22	22	0	0	3196.167969	119	4	10.18521023	8.070020676
1	0	2	1	0	0	84152.375	42	42	0	0	20410.58398	120	4	11.34038448	9.923857689
1	0	4	0	0	0	28143.24805	16	22	0	1	1226.277344	121	4	10.24506283	7.112553596
1	0	3	0	0	0	2637.773682	0	0	1	1	0	122	4	7.877690315	0
1	0	3	0	0	0	32326.64258	33	25	0	0	6595.802734	123	4	10.38364697	8.794340134
1	0	3	0	1	0	18998.17578	18	18	0	0	1698.905151	124	4	9.852098465	7.438327789
1	0	4	1	0	0	30822.08008	18	25	0	0	1986.313843	125	4	10.33598614	7.594539165
0	0	1	0	0	1	11022.81055	16	16	0	0	1085.766479	126	4	9.307722092	6.990962029
1	0	4	0	0	0	31403.28516	18	25	1	1	2364.051025	127	4	10.35466766	7.768554688
1	0	4	0	0	0	22820.25586	22	18	0	1	2503.649658	128	4	10.03540421	7.825904369
0	0	1	1	0	0	8165.145996	14	14	0	0	451.642334	129	4	9.007630348	6.115102291
1	0	2	0	0	0	36121.35156	25	28	0	1	4033.759033	130	4	10.4946394	8.30270195
0	0	1	0	0	0	26050.18164	23	30	0	1	2649.63501	131	4	10.16777992	7.882554531
1	0	4	0	0	0	15229.01465	14	14	0	1	1008.21167	132	4	9.630957603	6.916924953
1	0	2	1	0	0	2046.532837	11	0	0	0	101.2773743	133	4	7.623902321	4.627688408
1	0	2	1	0	0	10491.78809	18	14	0	1	1904.197021	134	4	9.258348465	7.552340508
1	0	4	0	0	0	27469.89063	22	22	0	1	2824.817627	135	4	10.22084618	7.946552753
1	0	4	0	0	0	44713.50391	28	33	0	1	4756.386719	136	4	10.7080307	8.467453957
0	1	2	0	0	0	14927.91992	18	18	0	0	809.3065796	137	4	9.610988617	6.697412491
1	0	5	0	0	0	24809.30664	18	18	0	0	828.4671631	138	4	10.11897373	6.72078371
1	0	5	0	0	0	11703.4668	0	12	1	0	0	139	4	9.367640495	0
1	0	2	1	0	0	13243.61328	14	14	0	0	695.2554932	140	4	9.491271019	6.545716763
1	0	3	0	0	0	45659.67188	28	33	0	0	5247.262695	141	4	10.72897053	8.565652847
0	0	1	0	0	1	11444.34277	16	16	0	0	1114.963501	142	4	9.345251083	7.017473221
1	0	2	1	0	0	54917.88281	33	38	0	1	8974.452148	143	4	10.91359425	9.102248192
1	0	2	0	1	0	23961.67969	22	22	0	0	2644.160645	144	4	10.08421135	7.880486965
1	0	4	0	0	0	21069.34375	16	18	0	1	1700.72998	145	4	9.955574036	7.439400673
1	0	2	0	0	0	48328.46875	28	38	0	0	5535.583984	146	4	10.78577614	8.619132996
1	0	3	0	0	0	22374.08789	16	18	0	0	1150.547485	147	4	10.01565838	7.04886198
0	0	1	0	0	0	1472.627686	0	0	0	0	0	148	4	7.294803619	0
1	0	3	0	0	0	29629.5625	18	25	0	0	2108.57666	149	4	10.29652786	7.654242516
1	0	2	0	0	0	30480.83984	22	25	0	1	2905.109375	150	4	10.3248539	7.974570751
1	0	5	0	0	0	35918.79688	25	28	1	0	4102.189941	151	4	10.48901558	8.319519997
0	0	1	0	0	1	4698.905273	12	12	0	0	164.2335815	152	4	8.455084801	5.107359886
0	0	1	0	1	0	10585.7666	16	16	0	1	1020.072998	153	4	9.26726532	6.928609371
0	0	1	0	0	0	19911.49609	26	26	0	1	2750.912354	154	4	9.89905262	7.920051575
1	0	3	0	0	0	25403.28516	18	22	1	1	1822.080322	155	4	10.14263344	7.508282661
1	0	2	0	0	0	93476.28125	38	45	0	0	13321.16797	156	4	11.44546318	9.497184753
1	0	4	0	0	0	15922.44531	14	16	1	1	510.036499	157	4	9.675484657	6.236441135
1	0	5	0	1	0	8295.620117	0	0	0	0	0	158	4	9.023483276	0
1	0	2	0	0	0	67610.39844	33	42	1	0	8778.285156	159	4	11.12151718	9.080150604
1	0	2	0	1	0	8187.956055	12	12	0	0	324.8175049	160	4	9.010419846	5.786337376
1	0	5	0	0	0	38576.64063	25	28	0	1	4512.773926	161	4	10.56040192	8.414888382
1	0	5	0	1	0	13951.64258	14	14	0	1	490.8759155	162	4	9.543352127	6.198226452
1	0	3	0	0	0	13057.48145	16	14	0	1	1489.051147	163	4	9.477116585	7.306565762
0	0	1	0	1	0	13702.55469	16	20	0	0	1136.861328	164	4	9.525337219	7.036905766
0	1	2	0	1	0	4418.79541	11	11	0	1	0	165	4	8.393622398	0
0	1	2	0	0	0	13565.69336	17	17	0	0	1296.532837	166	4	9.515299797	7.168220043
1	0	3	0	0	0	17940.69336	16	16	1	1	1175.182495	167	4	9.794826508	7.070029259
1	0	2	1	0	0	3180.656982	11	0	0	1	31.02189827	168	4	8.064843178	3.466419935
1	0	3	0	0	0	33225.36328	25	28	0	0	4125	169	4	10.41106892	8.325063705
1	0	3	0	0	0	17427.91992	12	16	1	1	281.0219116	170	4	9.765829086	5.64198494
1	0	3	0	1	0	5741.788086	0	0	0	1	0	171	4	8.655526161	0
1	0	2	0	0	0	31551.0957	25	28	0	0	3531.934326	172	4	10.35936356	8.169883728
1	0	5	0	0	0	33325.73047	22	25	0	1	3156.021973	173	4	10.41408539	8.057384491
0	1	2	0	0	0	31127.73633	28	32	0	0	4352.189941	174	4	10.34585476	8.378664017
1	0	2	0	0	0	51607.66406	28	38	0	1	4730.839355	175	4	10.85142517	8.462069511
0	0	1	0	0	1	2424.27002	0	0	0	0	0	176	4	7.793285847	0
1	0	3	0	1	0	39260.94922	28	33	0	0	5305.656738	177	4	10.57798576	8.576717377
0	0	1	0	0	0	19471.71484	23	26	0	0	2576.642334	178	4	9.876718521	7.85463047
1	0	2	1	0	0	17030.10938	0	16	1	0	0	179	4	9.74273777	0
0	0	1	0	0	0	33892.33594	15	34	0	1	583.0291748	180	4	10.43094444	6.369950771
0	0	3	0	0	0	19444.34375	14	18	0	1	1916.970825	181	4	9.875311852	7.559022903
0	1	2	0	1	0	25703.4668	28	28	0	0	3828.467041	182	4	10.1543808	8.250480652
1	0	2	0	0	0	51354.01563	0	38	0	1	0	183	4	10.84649849	0
1	0	5	0	1	0	11980.83984	12	12	0	0	308.394165	184	4	9.39106369	5.73461628
0	1	3	0	1	0	6603.102051	11	11	0	0	0	185	4	8.795294762	0
1	0	3	1	0	0	62185.21875	33	38	1	1	9033.758789	186	4	11.03787231	9.108834267
1	0	2	0	0	0	26110.40234	22	22	0	0	2905.109375	187	4	10.17008877	7.974570751
1	0	3	0	0	0	40672.44531	0	33	0	0	1871.350342	188	4	10.61330605	7.53494978
0	0	1	0	0	0	18020.07227	18	23	1	0	1467.15332	189	4	9.79924202	7.291760445
1	0	2	0	0	0	292.8832092	0	0	1	1	0	190	4	5.679773808	0
0	0	1	0	1	0	31445.25586	34	34	0	0	6282.84668	191	4	10.35600376	8.745738029
1	0	4	0	0	0	67411.5	33	42	0	1	8102.189941	192	4	11.11857128	9.000013351
1	0	2	1	0	0	7883.211914	12	11	0	1	237.2262726	193	4	8.972490311	5.473220825
0	0	1	0	0	0	34446.16797	30	34	0	0	5507.299316	194	4	10.44715309	8.614010811
1	0	3	0	0	0	33274.63672	22	28	0	1	2585.766357	195	4	10.41255093	7.858163834
1	0	2	1	1	0	8530.109375	11	11	0	0	81.20437622	196	4	9.051357269	4.409208775
1	0	4	0	0	0	57617.69922	38	38	1	0	10337.59082	197	4	10.96158504	9.243638992
1	0	3	0	0	0	45322.08203	28	33	1	1	4973.540039	198	4	10.72154999	8.512087822
1	0	2	1	0	0	5871.350586	16	0	1	0	1496.350342	199	4	8.677840233	7.311452389
0	0	1	0	0	0	106188.8672	50	50	0	1	32290.14648	200	4	11.57297421	10.38254833
1	0	2	1	0	0	20262.77344	16	18	0	1	1708.029175	201	4	9.9165411	7.443680763
0	0	1	0	0	1	8616.788086	15	15	0	0	713.5036621	202	4	9.061468124	6.571588039
0	0	1	0	0	0	16928.83203	20	23	0	1	1940.693481	203	4	9.736773491	7.571315765
1	0	5	0	0	0	24455.29102	18	18	0	0	1895.985352	204	4	10.10460186	7.548021317
1	0	2	1	0	0	22546.5332	18	18	0	1	2405.109375	205	4	10.02333641	7.785766602
1	0	2	0	1	0	20701.64258	18	18	0	1	2199.817627	206	4	9.937968254	7.696584225
1	0	4	0	0	0	25457.11719	22	22	0	1	2583.94165	207	4	10.1447506	7.857458115
0	0	1	0	0	0	13823.90527	16	20	1	1	917.8832397	208	4	9.534154892	6.823159218
1	0	4	0	0	0	32118.61328	12	25	0	0	343.0657043	209	4	10.37719059	5.84083271
1	0	5	0	0	0	52119.52734	33	38	0	1	6487.226074	210	4	10.86129475	8.777744293
0	1	2	0	1	0	8766.423828	14	14	0	0	373.1751709	211	4	9.078683853	5.924724102
1	0	4	0	0	0	23101.27734	18	18	0	1	1945.255493	212	4	10.04764366	7.573662758
1	0	4	0	0	0	45523.72266	25	33	0	0	3965.328369	213	4	10.72598839	8.285595894
1	0	4	0	0	0	56017.33594	28	38	0	1	5931.569336	214	4	10.93341637	8.688212395
1	0	4	0	0	0	50037.41016	33	38	0	0	7182.481934	215	4	10.82052612	8.87953949
0	0	1	1	0	0	12911.49609	14	18	1	1	253.6496277	216	4	9.465873718	5.539888382
1	0	4	0	0	0	27509.125	22	22	0	1	2654.197021	217	4	10.22227287	7.884274006
1	0	5	0	0	0	119150.5469	38	49	0	1	14041.9707	218	4	11.68814278	9.549877167
1	0	4	0	0	0	39429.74609	14	33	1	1	867.7007446	219	4	10.58227539	6.766998768
0	0	1	1	0	0	5208.941406	14	11	0	1	311.1313782	220	4	8.558132172	5.743424416
1	0	2	0	0	0	47385.03516	22	38	1	1	3250.912354	221	4	10.76606178	8.08699894
0	0	1	0	0	1	1014.598511	0	0	0	0	0	222	4	6.922248363	0
0	0	1	0	0	1	5093.065918	12	12	0	0	213.5036469	223	4	8.535634995	5.368326664
0	0	1	0	0	1	2125.912354	0	0	0	0	0	224	4	7.66195631	0
0	0	1	0	0	0	8291.970703	15	15	0	1	658.7590942	225	4	9.023042679	6.491874695
1	0	3	0	0	0	18412.4082	16	16	0	0	1109.489014	226	4	9.8207798	7.012555599
0	0	1	0	0	1	2574.817627	0	0	0	0	0	227	4	7.853533745	0
0	0	1	0	0	0	20292.88281	26	26	0	1	3047.445313	228	4	9.91802597	8.022386551
1	0	3	0	0	0	50037.41016	33	38	0	0	6294.708008	229	4	10.82052612	8.747623444
1	0	2	0	0	0	38174.26953	25	33	0	1	4216.240723	230	4	10.54991722	8.346936226
1	0	2	0	0	0	54655.10938	33	38	0	1	8191.605957	231	4	10.90879822	9.010987282
1	0	5	0	0	0	11697.08008	0	12	1	1	0	232	4	9.367094994	0
1	0	5	0	1	0	7108.57666	0	0	0	0	0	233	4	8.869057655	0
0	0	1	0	0	1	8126.824707	15	15	0	0	637.7737427	234	4	9.002925873	6.459550381
1	0	5	0	0	0	25135.94922	16	22	0	0	1299.27002	235	4	10.13205433	7.170327187
1	0	2	0	0	0	67510.03906	38	42	0	1	10355.83984	236	4	11.12003136	9.245402336
1	0	2	0	0	0	68708.94531	38	42	0	1	13932.48145	237	4	11.13763428	9.542050362
1	0	2	0	0	0	14806.56934	22	16	0	0	3166.05835	238	4	9.602826118	8.060558319
1	0	3	0	0	0	42725.36328	28	33	0	1	5011.861328	239	4	10.66254807	8.519762039
0	1	4	0	0	0	18604.92773	18	18	0	1	795.6204224	240	4	9.831181526	6.680378437
0	0	1	0	0	0	12663.32129	18	18	0	0	1237.226318	241	4	9.446464539	7.121435165
1	0	2	1	0	0	7092.15332	0	0	0	1	0	242	4	8.866744041	0
1	0	2	0	0	0	41372.26172	28	33	0	1	5867.700684	243	4	10.63036633	8.677388191
0	0	1	0	0	1	16214.41602	23	23	0	0	2020.072998	244	4	9.693655968	7.611383915
1	0	4	0	0	0	43598.53906	25	33	0	1	4033.759033	245	4	10.68277931	8.30270195
0	0	1	0	0	0	46607.66406	38	42	0	1	7705.291992	246	4	10.7495203	8.949792862
1	0	2	1	0	0	13530.10938	18	14	0	1	1826.642334	247	4	9.512672424	7.510782242
1	0	2	0	0	0	39882.30078	25	33	0	1	4706.20459	248	4	10.59368801	8.456849098
1	0	4	0	0	0	63763.6875	25	42	0	1	4113.138672	249	4	11.06293869	8.322184563
0	0	1	0	0	0	6044.708008	0	14	1	1	0	250	4	8.706938744	0
0	0	1	0	0	0	32365.875	30	34	0	0	5288.321289	251	4	10.38486004	8.57344532
0	0	1	0	0	1	12154.19727	18	18	0	0	1278.284668	252	4	9.40542984	7.154056549
0	1	2	0	0	0	23001.82422	24	24	0	1	2623.175293	253	4	10.04332924	7.872521877
0	1	3	0	0	0	17945.25586	17	20	1	1	1203.467163	254	4	9.795081139	7.093792439
1	0	4	0	0	0	25492.70117	22	22	0	0	2398.722656	255	4	10.14614773	7.783108234
0	1	2	0	0	0	23822.99219	18	24	0	0	1805.656982	256	4	10.07840633	7.499233246
1	0	4	0	0	0	21990.875	18	18	1	1	1978.102173	257	4	9.998382568	7.590398788
0	0	1	1	0	0	0.912408769	16	0	0	1	775.5474243	258	4	-0.09166719	6.654857635
1	0	2	0	0	0	11905.80957	11	15	1	0	1321.302856	1	5	9.384781837	7.187129974
1	0	3	0	0	0	18079.22461	15	15	0	0	1092.429565	2	5	9.802518845	6.997074604
0	0	1	0	0	1	18333.62695	15	15	0	0	2098.591553	3	5	9.816492081	7.649497986
0	0	1	1	0	0	7881.162109	15	15	0	1	375	4	5	8.972230911	5.929589272
1	0	2	0	0	0	32054.57813	15	28	0	0	3363.556396	5	5	10.3751955	8.121051788
1	0	5	0	0	0	71000.88281	35	35	0	0	10052.81738	6	5	11.17044735	9.215707779
1	0	2	1	0	0	22675.17578	15	15	1	1	2777.288818	7	5	10.02902603	7.929590225
1	0	2	0	0	0	72511.44531	35	35	1	1	11549.2959	8	5	11.19149971	9.354466438
1	0	4	0	0	0	23463.9082	15	15	0	1	1864.436646	9	5	10.06321907	7.531250477
0	0	1	0	0	0	12043.13379	15	15	0	1	1154.049316	10	5	9.396249771	7.051898479
0	0	1	0	1	0	8656.69043	15	15	0	0	646.12677	11	5	9.066087723	6.472542286
0	0	0	0	0	1	22.00704193	0	0	0	0	0	12	5	3.091362476	0
1	0	2	1	0	0	18524.64844	15	15	0	0	1349.471802	13	5	9.826857567	7.208209515
1	0	4	0	0	0	39193.66016	28	28	0	1	3893.48584	14	5	10.5762701	8.267316818
1	0	2	1	0	0	22161.0918	15	15	0	0	2135.563477	15	5	10.00609303	7.666954041
0	0	1	0	0	0	17551.9375	15	15	0	1	1042.25354	16	5	9.772919655	6.950099468
0	1	2	0	0	0	40789.61328	28	35	0	1	5074.82373	17	5	10.61618233	8.532243729
1	0	2	0	0	0	55662.85156	15	35	1	1	8667.253906	18	5	10.92706871	9.067422867
1	0	4	0	0	0	37467.42969	28	28	0	1	3622.359131	19	5	10.53122711	8.195157051
1	0	0	0	0	0	552403.1875	38.5	38.5	0	1	124383.8047	20	5	13.2220335	11.73113537
1	0	2	1	0	0	42633.80469	28	28	0	0	4558.979004	21	5	10.6604023	8.425073624
0	0	1	0	0	1	11549.2959	15	15	0	0	1081.866211	22	5	9.354379654	6.987366676
1	0	4	0	0	0	35218.30859	15	28	0	0	2901.408447	23	5	10.46932125	7.973296165
0	0	1	0	1	0	16959.50781	15	15	0	0	1893.485962	24	5	9.738583565	7.546702862
0	0	1	0	0	0	21867.95703	15	28	0	1	559.8591309	25	5	9.992777824	6.329469681
1	0	2	1	0	0	30715.66992	15	15	0	1	2808.97876	26	5	10.33252811	7.940932274
1	0	2	0	0	0	16222.71094	15	15	0	1	1330.105591	27	5	9.694167137	7.193765163
0	1	2	0	1	0	7255.281738	11	11	0	0	0	28	5	8.889485359	0
0	0	1	0	0	0	8198.063477	15	15	0	1	580.1056519	29	5	9.011652946	6.364932537
1	0	3	0	1	0	26726.23242	15	15	0	0	2234.155029	30	5	10.19340038	7.712065697
0	1	3	0	1	0	13219.19043	15	15	0	0	0	31	5	9.489424706	0
0	0	1	0	0	0	21517.60547	28	28	0	1	2764.964844	32	5	9.976626396	7.925144672
0	0	1	0	1	0	15581.86621	15	15	0	0	1689.26062	33	5	9.653862953	7.432638168
0	0	0	0	0	0	1679.577515	11	0	0	1	136.4436646	34	5	7.426297665	4.923213959
1	0	2	1	0	0	19906.68945	15	15	0	1	1560.73938	35	5	9.89881134	7.353555679
0	0	1	0	0	0	34804.57813	28	35	1	0	4367.077637	36	5	10.45750427	8.382078171
1	0	3	0	0	0	38232.39453	15	28	1	1	2848.591553	37	5	10.55143833	7.954930782
1	0	3	0	1	0	12615.31738	15	15	0	1	441.0211182	38	5	9.442667007	6.091357708
0	0	1	0	0	0	10367.07715	15	15	1	1	1906.690186	39	5	9.246390343	7.553648472
0	0	1	0	0	0	26081.86523	28	28	0	0	3726.232422	40	5	10.16899586	8.223421097
0	0	1	0	0	0	26267.60547	28	28	0	0	3245.598633	41	5	10.17609215	8.085363388
1	0	0	0	0	0	449632.9375	38.5	38.5	0	1	141461.2656	42	5	13.01618671	11.85978794
1	0	1	0	1	0	11796.65527	15	15	0	0	1217.429565	43	5	9.375571251	7.105318069
1	0	2	0	0	0	19452.46484	15	15	0	1	1811.619751	44	5	9.875728607	7.502528667
1	0	4	0	0	0	53837.14844	28	35	0	1	3881.161865	45	5	10.89371872	8.264147758
0	0	1	0	0	0	78567.78125	38.5	38.5	0	1	21170.77539	46	5	11.27171707	9.960424423
1	0	2	0	0	0	37832.74609	28	28	0	1	4534.331055	47	5	10.54093075	8.419652939
0	0	1	0	0	0	0.880281687	0	0	1	0	0	48	5	-0.127513319	0
1	0	4	0	0	0	37344.19141	15	28	0	1	2794.01416	49	5	10.52793217	7.935592651
1	0	5	0	0	0	134303.7031	38.5	38.5	0	1	30915.49219	50	5	11.80785847	10.33904552
0	0	1	0	0	1	20970.95117	28	28	0	0	2789.612793	51	5	9.950893402	7.934016228
1	0	2	0	0	0	47092.42969	35	35	0	1	8066.020996	52	5	10.75986767	8.995539665
1	0	2	1	0	0	27993.83789	15	15	0	0	2854.753418	53	5	10.23973942	7.957090855
0	0	1	0	1	0	25750	28	28	0	0	4009.683105	54	5	10.15618992	8.29671669
1	0	2	0	0	0	26252.64063	15	15	0	0	2029.929565	55	5	10.17552185	7.616249084
0	1	2	0	1	0	15573.06348	15	15	0	0	1406.690186	56	5	9.653298378	7.249705315
1	0	2	1	0	0	8108.274414	0	11	0	1	0	57	5	9.000639915	0
1	0	3	1	0	0	9104.753906	11	11	0	1	269.3662109	58	5	9.116552353	5.599777222
0	1	2	0	0	0	33316.01953	28	28	0	1	4680.45752	59	5	10.41379356	8.451364517
0	0	1	0	0	0	40498.23828	35	35	0	1	7541.373047	60	5	10.60901356	8.928292274
1	0	2	0	0	0	17365.31641	15	15	0	0	1501.76062	61	5	9.762229919	7.315059185
1	0	2	0	1	0	35471.83203	28	28	0	0	4632.922363	62	5	10.47649384	8.441159248
1	0	3	0	0	0	52779.92969	35	35	0	1	9084.506836	63	5	10.87388611	9.11443615
1	0	2	0	0	0	31975.35156	28	28	0	0	3610.035156	64	5	10.37272072	8.191749573
1	0	2	0	0	0	93618.83594	35	38.5	0	1	14022.8877	65	5	11.44698715	9.548517227
1	0	2	0	1	0	25629.40234	15	15	0	0	2742.957764	66	5	10.15149593	7.917156696
1	0	5	0	0	0	45198.94531	28	28	0	1	5655.810059	67	5	10.71882915	8.640615463
1	0	2	0	0	0	57919.89453	28	35	1	1	11153.16895	68	5	10.96681595	9.319568634
0	1	3	0	1	0	13997.35938	15	15	0	0	925.1760864	69	5	9.546624184	6.831064224
1	0	3	0	0	0	45268.48438	28	28	0	0	6506.162109	70	5	10.72036648	8.780658722
1	0	2	0	0	0	31475.35156	28	28	0	1	3634.683105	71	5	10.3569603	8.198552132
1	0	3	0	0	0	70396.125	35	35	0	0	8638.204102	72	5	11.16189384	9.064065933
0	0	1	0	0	1	15864.43652	15	15	0	0	1728.873291	73	5	9.671834946	7.455803394
1	0	2	1	0	0	31149.64844	15	15	0	1	3059.859131	74	5	10.34655857	8.026451111
1	0	2	0	1	0	21121.47852	15	15	0	0	2062.5	75	5	9.958045959	7.632158756
1	0	2	0	1	0	29154.92969	15	15	0	0	3271.126709	76	5	10.2803793	8.093194962
1	0	2	0	1	0	17703.3457	15	15	0	0	1554.577515	77	5	9.781508446	7.349602222
1	0	3	0	1	0	14264.08496	15	15	0	0	732.3943481	78	5	9.565500259	6.59768343
0	0	1	0	1	0	8011.443848	15	15	0	0	553.6972046	79	5	8.98862648	6.318422318
0	0	1	0	0	0	10830.98633	15	15	0	1	976.2324219	80	5	9.290165901	6.884724617
1	0	4	0	0	0	54027.28906	28	35	0	0	6173.415527	81	5	10.89724445	8.728169441
0	0	1	1	0	0	9005.28125	15	15	0	1	540.492981	82	5	9.105566978	6.29433012
1	0	2	0	0	0	79514.08594	35	35	0	1	13943.66211	83	5	11.2836895	9.542852402
1	0	3	0	0	0	41998.23828	28	28	0	1	5409.331055	84	5	10.64538288	8.596065521
1	0	4	0	0	0	12605.63379	11	11	0	0	188.3802795	85	5	9.4418993	5.243757248
1	0	4	0	0	0	43931.33984	28	28	0	1	4906.689941	86	5	10.69038296	8.498558998
1	0	5	0	0	0	24614.4375	15	15	0	1	808.0985718	87	5	10.11108875	6.695920944
1	0	2	1	0	0	23446.30273	0	15	1	1	0	88	5	10.06246853	0
1	0	3	0	0	0	50499.12109	28	35	0	1	5544.894531	89	5	10.82971096	8.62081337
0	0	1	0	1	0	10705.10547	15	15	0	0	955.9859009	90	5	9.278475761	6.863788605
0	0	0	0	0	0	8423.415039	15	15	0	0	599.4718018	91	5	9.038770676	6.397715569
0	0	1	0	0	0	7701.584473	15	15	0	1	0	92	5	8.949181557	0
1	0	3	0	0	0	33966.55078	15	28	0	0	3022.00708	93	5	10.43313122	8.014007568
1	0	5	0	0	0	27492.95703	15	15	1	1	2879.401367	94	5	10.22168541	7.965684891
0	1	3	0	0	0	19778.16992	15	15	0	1	1955.105591	95	5	9.892333984	7.578711033
1	0	3	0	0	0	46450.70313	28	28	0	1	5729.753418	96	5	10.74614716	8.6536026
0	1	3	0	1	0	10361.7959	15	15	0	0	0	97	5	9.245881081	0
1	0	2	0	0	0	22943.66211	15	15	0	1	2300.176025	98	5	10.04079723	7.741175652
1	0	3	0	0	0	42976.23047	28	28	0	0	4854.753418	99	5	10.66840267	8.487919807
0	0	1	1	0	0	26049.29492	28	28	0	1	3911.091553	100	5	10.16774559	8.271827698
0	0	1	1	0	0	26092.42969	28	28	0	1	3053.697266	101	5	10.16940022	8.024435997
0	0	1	0	0	1	25308.09766	28	28	0	0	4009.683105	102	5	10.13887978	8.29671669
1	0	3	0	0	0	24078.3457	15	15	0	1	2121.47876	103	5	10.08906841	7.660339832
1	0	1	0	1	0	17703.3457	28	28	0	0	2368.838135	104	5	9.781508446	7.770576954
0	0	1	0	1	0	27080.10547	28	28	0	0	4502.640625	105	5	10.20655441	8.412641525
0	0	1	0	0	0	11117.07715	15	15	1	1	830.9859009	106	5	9.31623745	6.723815441
1	0	2	0	0	0	38177.81641	15	28	0	0	2471.831055	107	5	10.55000973	7.813118935
0	0	1	0	0	1	12826.58496	15	15	0	0	1272.887329	108	5	9.459275246	7.149828434
0	1	2	1	0	0	5493.837891	0	0	0	1	0	109	5	8.611382484	0
1	0	2	0	0	0	46226.23047	28	28	1	0	6136.443848	110	5	10.74130249	8.7221632
0	1	2	0	0	0	24842.42969	15	15	0	1	2800.176025	111	5	10.12030792	7.937794685
1	0	4	0	0	0	41569.54297	28	28	0	0	4916.373047	112	5	10.63512325	8.500530243
1	0	2	0	0	0	31344.18945	15	28	0	0	3290.49292	113	5	10.35278416	8.099096298
1	0	2	0	0	0	44621.48047	28	28	0	1	7159.331055	114	5	10.70597076	8.876311302
1	0	2	0	0	0	32514.08398	15	28	0	1	3396.126709	115	5	10.38942909	8.130684853
0	1	3	0	1	0	22263.20508	15	15	0	0	2159.331055	116	5	10.01069069	7.678016663
1	0	2	0	0	0	55660.21094	35	35	0	1	9647.887695	117	5	10.92702103	9.17459774
0	0	1	0	0	0	20736.79492	15	28	0	0	1649.647827	118	5	9.939664841	7.408923149
1	0	3	0	0	0	25624.11914	15	15	0	0	2511.443604	119	5	10.15128899	7.829010963
1	0	2	0	0	0	92019.36719	35	38.5	0	0	15343.30957	120	5	11.42975426	9.638500214
1	0	4	0	0	0	32124.11914	15	15	1	1	2722.711182	121	5	10.37736225	7.909750462
1	0	3	0	0	0	16886.44336	15	15	1	1	1827.464844	122	5	9.734266281	7.511231899
1	0	3	0	0	0	44674.29688	28	28	0	0	6727.993164	123	5	10.70715332	8.814180374
1	0	3	0	0	0	20048.41602	15	15	1	0	1896.126709	124	5	9.905905724	7.548095703
1	0	2	1	0	0	47051.05469	15	35	0	1	3561.619629	125	5	10.75898838	8.178251266
0	1	2	0	1	0	3836.267578	0	0	0	0	0	126	5	8.25225544	0
1	0	4	0	0	0	30005.28125	15	15	1	1	4661.97168	127	5	10.30912876	8.447408676
1	0	4	0	1	0	25634.68359	15	15	0	1	2241.197266	128	5	10.15170193	7.715211391
0	0	1	1	0	0	5606.51416	11	15	0	0	68.66197205	129	5	8.631684303	4.243654728
1	0	2	0	0	0	28977.99219	15	15	0	1	2471.831055	130	5	10.27429199	7.813118935
0	0	1	0	0	0	29515.8457	28	35	0	1	2284.331055	131	5	10.29268265	7.734266281
0	0	2	0	0	0	17377.64063	15	15	0	1	1708.626709	132	5	9.762939453	7.444030285
1	0	2	0	0	0	1687.5	0	0	0	0	0	133	5	7.431003571	0
1	0	2	1	0	0	23177.81641	15	15	0	1	2128.52124	134	5	10.050951	7.66365242
1	0	4	0	0	0	27634.68359	15	15	0	0	2537.852051	135	5	10.22682667	7.839467525
1	0	4	0	0	0	47423.41406	28	28	0	1	5261.443848	136	5	10.76687145	8.568350792
0	1	2	0	0	0	14581.86621	15	15	0	1	1261.443604	137	5	9.587533951	7.140804768
1	0	6	0	0	0	28759.68359	15	15	0	0	1362.676025	138	5	10.26672935	7.217939377
1	0	5	0	0	0	12192.78125	11	11	0	0	0	139	5	9.408599854	0
1	0	2	1	0	0	9832.746094	0	15	0	0	0	140	5	9.193473816	0
1	0	3	0	0	0	37507.04297	28	28	1	0	4158.450684	141	5	10.53228378	8.333138466
1	0	2	0	1	0	17060.74023	15	15	0	0	1455.105591	142	5	9.744535446	7.283520699
1	0	2	1	0	0	47414.61328	28	35	0	1	5319.54248	143	5	10.76668549	8.579330444
1	0	2	0	1	0	29884.68359	15	15	0	0	3376.760498	144	5	10.30510139	8.124968529
1	0	4	0	0	0	27608.27539	15	15	0	1	2419.01416	145	5	10.22587109	7.791528702
1	0	2	0	0	0	50560.73828	28	35	0	0	7750.880371	146	5	10.83093071	8.955690384
1	0	3	0	0	0	19015.8457	15	15	0	0	834.507019	147	5	9.853028297	6.728038788
0	0	1	0	1	0	1406.690186	0	0	0	0	0	148	5	7.248994827	0
