WEEKEND	ZIP	NRETAIL	COUNTYCD	COUNTYNM	PERPERHH	MEDSCHYR	PRCRENT	PRC55P	HHMEDAGE	OLSALES	POPULATN	MEDHVL	MEDINC	TIME
09/26/98	53943	2	111	SAUK    	2.8	12.5	27	40	48	286.00	0.877	39.60	35.10	26
10/03/98	53943	2	111	SAUK    	2.8	12.5	27	40	48	227.50	0.877	39.60	35.10	27
10/10/98	53943	2	111	SAUK    	2.8	12.5	27	40	48	301.00	0.877	39.60	35.10	28
10/17/98	53943	2	111	SAUK    	2.8	12.5	27	40	48	268.00	0.877	39.60	35.10	29
10/24/98	53943	2	111	SAUK    	2.8	12.5	27	40	48	261.00	0.877	39.60	35.10	30
10/31/98	53943	2	111	SAUK    	2.8	12.5	27	40	48	272.00	0.877	39.60	35.10	31
11/07/98	53943	2	111	SAUK    	2.8	12.5	27	40	48	244.00	0.877	39.60	35.10	32
11/14/98	53943	2	111	SAUK    	2.8	12.5	27	40	48	313.00	0.877	39.60	35.10	33
11/21/98	53943	2	111	SAUK    	2.8	12.5	27	40	48	257.00	0.877	39.60	35.10	34
11/28/98	53943	2	111	SAUK    	2.8	12.5	27	40	48	296.00	0.877	39.60	35.10	35
12/05/98	53943	2	111	SAUK    	2.8	12.5	27	40	48	201.00	0.877	39.60	35.10	36
12/12/98	53943	2	111	SAUK    	2.8	12.5	27	40	48	245.50	0.877	39.60	35.10	37
12/19/98	53943	2	111	SAUK    	2.8	12.5	27	40	48	264.00	0.877	39.60	35.10	38
12/26/98	53943	2	111	SAUK    	2.8	12.5	27	40	48	253.00	0.877	39.60	35.10	39
01/02/99	53943	2	111	SAUK    	2.8	12.5	27	40	48	226.00	0.877	39.60	35.10	40
04/04/98	53952	4	77	MARQTTE 	2.2	12.5	18	56	59	1489.00	1.217	45.90	39.10	1
04/11/98	53952	4	77	MARQTTE 	2.2	12.5	18	56	59	1376.50	1.217	45.90	39.10	2
04/18/98	53952	4	77	MARQTTE 	2.2	12.5	18	56	59	1373.00	1.217	45.90	39.10	3
04/25/98	53952	4	77	MARQTTE 	2.2	12.5	18	56	59	1538.50	1.217	45.90	39.10	4
05/02/98	53952	4	77	MARQTTE 	2.2	12.5	18	56	59	1623.00	1.217	45.90	39.10	5
05/09/98	53952	4	77	MARQTTE 	2.2	12.5	18	56	59	1887.00	1.217	45.90	39.10	6
05/16/98	53952	4	77	MARQTTE 	2.2	12.5	18	56	59	3416.00	1.217	45.90	39.10	7
05/23/98	53952	4	77	MARQTTE 	2.2	12.5	18	56	59	4365.00	1.217	45.90	39.10	8
05/30/98	53952	4	77	MARQTTE 	2.2	12.5	18	56	59	1406.50	1.217	45.90	39.10	9
06/06/98	53952	4	77	MARQTTE 	2.2	12.5	18	56	59	1618.00	1.217	45.90	39.10	10
06/13/98	53952	4	77	MARQTTE 	2.2	12.5	18	56	59	1567.50	1.217	45.90	39.10	11
06/20/98	53952	4	77	MARQTTE 	2.2	12.5	18	56	59	1629.50	1.217	45.90	39.10	12
06/27/98	53952	4	77	MARQTTE 	2.2	12.5	18	56	59	1599.50	1.217	45.90	39.10	13
07/04/98	53952	4	77	MARQTTE 	2.2	12.5	18	56	59	2410.00	1.217	45.90	39.10	14
07/11/98	53952	4	77	MARQTTE 	2.2	12.5	18	56	59	2203.00	1.217	45.90	39.10	15
07/18/98	53952	4	77	MARQTTE 	2.2	12.5	18	56	59	2804.00	1.217	45.90	39.10	16
07/25/98	53952	4	77	MARQTTE 	2.2	12.5	18	56	59	7256.00	1.217	45.90	39.10	17
08/01/98	53952	4	77	MARQTTE 	2.2	12.5	18	56	59	7279.00	1.217	45.90	39.10	18
08/08/98	53952	4	77	MARQTTE 	2.2	12.5	18	56	59	2067.50	1.217	45.90	39.10	19
08/15/98	53952	4	77	MARQTTE 	2.2	12.5	18	56	59	2146.00	1.217	45.90	39.10	20
08/22/98	53952	4	77	MARQTTE 	2.2	12.5	18	56	59	2075.50	1.217	45.90	39.10	21
08/29/98	53952	4	77	MARQTTE 	2.2	12.5	18	56	59	1691.00	1.217	45.90	39.10	22
09/05/98	53952	4	77	MARQTTE 	2.2	12.5	18	56	59	1866.50	1.217	45.90	39.10	23
09/12/98	53952	4	77	MARQTTE 	2.2	12.5	18	56	59	1683.50	1.217	45.90	39.10	24
09/19/98	53952	4	77	MARQTTE 	2.2	12.5	18	56	59	1762.50	1.217	45.90	39.10	25
09/26/98	53952	4	77	MARQTTE 	2.2	12.5	18	56	59	1388.50	1.217	45.90	39.10	26
10/03/98	53952	4	77	MARQTTE 	2.2	12.5	18	56	59	1301.00	1.217	45.90	39.10	27
10/10/98	53952	5	77	MARQTTE 	2.2	12.5	18	56	59	1175.00	1.217	45.90	39.10	28
10/17/98	53952	5	77	MARQTTE 	2.2	12.5	18	56	59	1406.00	1.217	45.90	39.10	29
10/24/98	53952	5	77	MARQTTE 	2.2	12.5	18	56	59	1626.00	1.217	45.90	39.10	30
10/31/98	53952	5	77	MARQTTE 	2.2	12.5	18	56	59	1509.50	1.217	45.90	39.10	31
11/07/98	53952	5	77	MARQTTE 	2.2	12.5	18	56	59	1544.00	1.217	45.90	39.10	32
11/14/98	53952	5	77	MARQTTE 	2.2	12.5	18	56	59	1376.50	1.217	45.90	39.10	33
11/21/98	53952	5	77	MARQTTE 	2.2	12.5	18	56	59	1229.00	1.217	45.90	39.10	34
11/28/98	53952	5	77	MARQTTE 	2.2	12.5	18	56	59	1415.00	1.217	45.90	39.10	35
12/05/98	53952	5	77	MARQTTE 	2.2	12.5	18	56	59	1221.50	1.217	45.90	39.10	36
12/12/98	53952	5	77	MARQTTE 	2.2	12.5	18	56	59	1203.50	1.217	45.90	39.10	37
12/19/98	53952	5	77	MARQTTE 	2.2	12.5	18	56	59	1141.50	1.217	45.90	39.10	38
12/26/98	53952	5	77	MARQTTE 	2.2	12.5	18	56	59	1158.50	1.217	45.90	39.10	39
01/02/99	53952	5	77	MARQTTE 	2.2	12.5	18	56	59	1214.50	1.217	45.90	39.10	40
04/04/98	54115	25	9	BROWN   	3.0	13.0	25	32	45	6186.50	22.430	68.80	58.70	1
04/11/98	54115	25	9	BROWN   	3.0	13.0	25	32	45	6351.50	22.430	68.80	58.70	2
04/18/98	54115	25	9	BROWN   	3.0	13.0	25	32	45	6086.50	22.430	68.80	58.70	3
04/25/98	54115	26	9	BROWN   	3.0	13.0	25	32	45	6966.50	22.430	68.80	58.70	4
05/02/98	54115	26	9	BROWN   	3.0	13.0	25	32	45	8040.00	22.430	68.80	58.70	5
05/09/98	54115	26	9	BROWN   	3.0	13.0	25	32	45	10562.50	22.430	68.80	58.70	6
05/16/98	54115	26	9	BROWN   	3.0	13.0	25	32	45	26853.50	22.430	68.80	58.70	7
05/23/98	54115	26	9	BROWN   	3.0	13.0	25	32	45	38549.00	22.430	68.80	58.70	8
05/30/98	54115	26	9	BROWN   	3.0	13.0	25	32	45	4598.00	22.430	68.80	58.70	9
06/06/98	54115	26	9	BROWN   	3.0	13.0	25	32	45	6520.50	22.430	68.80	58.70	10
06/13/98	54115	26	9	BROWN   	3.0	13.0	25	32	45	6267.50	22.430	68.80	58.70	11
06/20/98	54115	26	9	BROWN   	3.0	13.0	25	32	45	6584.50	22.430	68.80	58.70	12
06/27/98	54115	26	9	BROWN   	3.0	13.0	25	32	45	7445.00	22.430	68.80	58.70	13
07/04/98	54115	26	9	BROWN   	3.0	13.0	25	32	45	7996.50	22.430	68.80	58.70	14
07/11/98	54115	26	9	BROWN   	3.0	13.0	25	32	45	10404.50	22.430	68.80	58.70	15
07/18/98	54115	27	9	BROWN   	3.0	13.0	25	32	45	14202.00	22.430	68.80	58.70	16
07/25/98	54115	27	9	BROWN   	3.0	13.0	25	32	45	38848.00	22.430	68.80	58.70	17
08/01/98	54115	27	9	BROWN   	3.0	13.0	25	32	45	45837.50	22.430	68.80	58.70	18
08/08/98	54115	27	9	BROWN   	3.0	13.0	25	32	45	7542.50	22.430	68.80	58.70	19
08/15/98	54115	27	9	BROWN   	3.0	13.0	25	32	45	8103.50	22.430	68.80	58.70	20
08/22/98	54115	27	9	BROWN   	3.0	13.0	25	32	45	9101.00	22.430	68.80	58.70	21
08/29/98	54115	27	9	BROWN   	3.0	13.0	25	32	45	6506.50	22.430	68.80	58.70	22
09/05/98	54115	27	9	BROWN   	3.0	13.0	25	32	45	6937.50	22.430	68.80	58.70	23
09/12/98	54115	27	9	BROWN   	3.0	13.0	25	32	45	7450.50	22.430	68.80	58.70	24
09/19/98	54115	28	9	BROWN   	3.0	13.0	25	32	45	7823.50	22.430	68.80	58.70	25
09/26/98	54115	28	9	BROWN   	3.0	13.0	25	32	45	8107.50	22.430	68.80	58.70	26
10/03/98	54115	28	9	BROWN   	3.0	13.0	25	32	45	5954.00	22.430	68.80	58.70	27
10/10/98	54115	28	9	BROWN   	3.0	13.0	25	32	45	6027.00	22.430	68.80	58.70	28
10/17/98	54115	28	9	BROWN   	3.0	13.0	25	32	45	6730.50	22.430	68.80	58.70	29
10/24/98	54115	28	9	BROWN   	3.0	13.0	25	32	45	7090.50	22.430	68.80	58.70	30
10/31/98	54115	28	9	BROWN   	3.0	13.0	25	32	45	7659.00	22.430	68.80	58.70	31
11/07/98	54115	28	9	BROWN   	3.0	13.0	25	32	45	6396.00	22.430	68.80	58.70	32
11/14/98	54115	28	9	BROWN   	3.0	13.0	25	32	45	6326.00	22.430	68.80	58.70	33
11/21/98	54115	28	9	BROWN   	3.0	13.0	25	32	45	6689.50	22.430	68.80	58.70	34
11/28/98	54115	28	9	BROWN   	3.0	13.0	25	32	45	6842.00	22.430	68.80	58.70	35
12/05/98	54115	28	9	BROWN   	3.0	13.0	25	32	45	6118.50	22.430	68.80	58.70	36
12/12/98	54115	28	9	BROWN   	3.0	13.0	25	32	45	6299.00	22.430	68.80	58.70	37
12/19/98	54115	28	9	BROWN   	3.0	13.0	25	32	45	6686.00	22.430	68.80	58.70	38
12/26/98	54115	28	9	BROWN   	3.0	13.0	25	32	45	6496.00	22.430	68.80	58.70	39
01/02/99	54115	28	9	BROWN   	3.0	13.0	25	32	45	7312.50	22.430	68.80	58.70	40
04/04/98	54143	19	75	MARINTTE	2.6	12.6	25	40	49	9046.50	16.297	44.00	39.30	1
04/11/98	54143	19	75	MARINTTE	2.6	12.6	25	40	49	9130.50	16.297	44.00	39.30	2
04/18/98	54143	19	75	MARINTTE	2.6	12.6	25	40	49	9343.50	16.297	44.00	39.30	3
04/25/98	54143	19	75	MARINTTE	2.6	12.6	25	40	49	9863.00	16.297	44.00	39.30	4
05/02/98	54143	19	75	MARINTTE	2.6	12.6	25	40	49	11283.50	16.297	44.00	39.30	5
05/09/98	54143	19	75	MARINTTE	2.6	12.6	25	40	49	12804.50	16.297	44.00	39.30	6
05/16/98	54143	19	75	MARINTTE	2.6	12.6	25	40	49	36455.00	16.297	44.00	39.30	7
05/23/98	54143	19	75	MARINTTE	2.6	12.6	25	40	49	59970.00	16.297	44.00	39.30	8
05/30/98	54143	19	75	MARINTTE	2.6	12.6	25	40	49	6999.50	16.297	44.00	39.30	9
06/06/98	54143	19	75	MARINTTE	2.6	12.6	25	40	49	9389.00	16.297	44.00	39.30	10
06/13/98	54143	19	75	MARINTTE	2.6	12.6	25	40	49	9070.50	16.297	44.00	39.30	11
06/20/98	54143	19	75	MARINTTE	2.6	12.6	25	40	49	9581.50	16.297	44.00	39.30	12
06/27/98	54143	19	75	MARINTTE	2.6	12.6	25	40	49	9952.50	16.297	44.00	39.30	13
07/04/98	54143	19	75	MARINTTE	2.6	12.6	25	40	49	10883.00	16.297	44.00	39.30	14
07/11/98	54143	19	75	MARINTTE	2.6	12.6	25	40	49	14504.00	16.297	44.00	39.30	15
07/18/98	54143	19	75	MARINTTE	2.6	12.6	25	40	49	21256.00	16.297	44.00	39.30	16
07/25/98	54143	19	75	MARINTTE	2.6	12.6	25	40	49	69694.00	16.297	44.00	39.30	17
08/01/98	54143	19	75	MARINTTE	2.6	12.6	25	40	49	97449.00	16.297	44.00	39.30	18
08/08/98	54143	19	75	MARINTTE	2.6	12.6	25	40	49	11034.50	16.297	44.00	39.30	19
08/15/98	54143	19	75	MARINTTE	2.6	12.6	25	40	49	11452.00	16.297	44.00	39.30	20
08/22/98	54143	19	75	MARINTTE	2.6	12.6	25	40	49	12202.00	16.297	44.00	39.30	21
08/29/98	54143	19	75	MARINTTE	2.6	12.6	25	40	49	9428.50	16.297	44.00	39.30	22
09/05/98	54143	19	75	MARINTTE	2.6	12.6	25	40	49	10077.50	16.297	44.00	39.30	23
09/12/98	54143	19	75	MARINTTE	2.6	12.6	25	40	49	9954.00	16.297	44.00	39.30	24
09/19/98	54143	19	75	MARINTTE	2.6	12.6	25	40	49	10843.50	16.297	44.00	39.30	25
09/26/98	54143	19	75	MARINTTE	2.6	12.6	25	40	49	11348.50	16.297	44.00	39.30	26
10/03/98	54143	19	75	MARINTTE	2.6	12.6	25	40	49	9043.00	16.297	44.00	39.30	27
10/10/98	54143	19	75	MARINTTE	2.6	12.6	25	40	49	9619.00	16.297	44.00	39.30	28
10/17/98	54143	19	75	MARINTTE	2.6	12.6	25	40	49	9653.00	16.297	44.00	39.30	29
10/24/98	54143	19	75	MARINTTE	2.6	12.6	25	40	49	10373.00	16.297	44.00	39.30	30
10/31/98	54143	19	75	MARINTTE	2.6	12.6	25	40	49	10949.50	16.297	44.00	39.30	31
11/07/98	54143	19	75	MARINTTE	2.6	12.6	25	40	49	9039.00	16.297	44.00	39.30	32
11/14/98	54143	19	75	MARINTTE	2.6	12.6	25	40	49	8878.50	16.297	44.00	39.30	33
11/21/98	54143	20	75	MARINTTE	2.6	12.6	25	40	49	8908.50	16.297	44.00	39.30	34
11/28/98	54143	20	75	MARINTTE	2.6	12.6	25	40	49	9678.00	16.297	44.00	39.30	35
12/05/98	54143	20	75	MARINTTE	2.6	12.6	25	40	49	9149.50	16.297	44.00	39.30	36
12/12/98	54143	20	75	MARINTTE	2.6	12.6	25	40	49	9017.50	16.297	44.00	39.30	37
12/19/98	54143	20	75	MARINTTE	2.6	12.6	25	40	49	9000.00	16.297	44.00	39.30	38
12/26/98	54143	20	75	MARINTTE	2.6	12.6	25	40	49	8756.50	16.297	44.00	39.30	39
01/02/99	54143	20	75	MARINTTE	2.6	12.6	25	40	49	9571.50	16.297	44.00	39.30	40
04/04/98	54153	12	83	OCONTO  	2.7	12.4	24	43	50	2242.50	6.711	37.10	33.50	1
04/11/98	54153	12	83	OCONTO  	2.7	12.4	24	43	50	2260.00	6.711	37.10	33.50	2
04/18/98	54153	12	83	OCONTO  	2.7	12.4	24	43	50	2403.00	6.711	37.10	33.50	3
04/25/98	54153	12	83	OCONTO  	2.7	12.4	24	43	50	2318.50	6.711	37.10	33.50	4
05/02/98	54153	12	83	OCONTO  	2.7	12.4	24	43	50	2745.00	6.711	37.10	33.50	5
05/09/98	54153	12	83	OCONTO  	2.7	12.4	24	43	50	3887.00	6.711	37.10	33.50	6
05/16/98	54153	12	83	OCONTO  	2.7	12.4	24	43	50	10243.00	6.711	37.10	33.50	7
05/23/98	54153	12	83	OCONTO  	2.7	12.4	24	43	50	14041.00	6.711	37.10	33.50	8
05/30/98	54153	12	83	OCONTO  	2.7	12.4	24	43	50	2210.50	6.711	37.10	33.50	9
06/06/98	54153	12	83	OCONTO  	2.7	12.4	24	43	50	2330.50	6.711	37.10	33.50	10
06/13/98	54153	12	83	OCONTO  	2.7	12.4	24	43	50	2450.00	6.711	37.10	33.50	11
06/20/98	54153	12	83	OCONTO  	2.7	12.4	24	43	50	2863.50	6.711	37.10	33.50	12
06/27/98	54153	12	83	OCONTO  	2.7	12.4	24	43	50	2898.00	6.711	37.10	33.50	13
07/04/98	54153	12	83	OCONTO  	2.7	12.4	24	43	50	3078.50	6.711	37.10	33.50	14
07/11/98	54153	12	83	OCONTO  	2.7	12.4	24	43	50	3897.00	6.711	37.10	33.50	15
07/18/98	54153	12	83	OCONTO  	2.7	12.4	24	43	50	5424.50	6.711	37.10	33.50	16
07/25/98	54153	12	83	OCONTO  	2.7	12.4	24	43	50	15486.00	6.711	37.10	33.50	17
08/01/98	54153	12	83	OCONTO  	2.7	12.4	24	43	50	17448.00	6.711	37.10	33.50	18
08/08/98	54153	12	83	OCONTO  	2.7	12.4	24	43	50	3181.00	6.711	37.10	33.50	19
08/15/98	54153	12	83	OCONTO  	2.7	12.4	24	43	50	3331.00	6.711	37.10	33.50	20
08/22/98	54153	12	83	OCONTO  	2.7	12.4	24	43	50	3677.00	6.711	37.10	33.50	21
08/29/98	54153	12	83	OCONTO  	2.7	12.4	24	43	50	3079.00	6.711	37.10	33.50	22
09/05/98	54153	12	83	OCONTO  	2.7	12.4	24	43	50	3015.00	6.711	37.10	33.50	23
09/12/98	54153	12	83	OCONTO  	2.7	12.4	24	43	50	3183.00	6.711	37.10	33.50	24
09/19/98	54153	12	83	OCONTO  	2.7	12.4	24	43	50	3098.50	6.711	37.10	33.50	25
09/26/98	54153	12	83	OCONTO  	2.7	12.4	24	43	50	3319.50	6.711	37.10	33.50	26
10/03/98	54153	12	83	OCONTO  	2.7	12.4	24	43	50	2786.00	6.711	37.10	33.50	27
10/10/98	54153	12	83	OCONTO  	2.7	12.4	24	43	50	3222.50	6.711	37.10	33.50	28
10/17/98	54153	12	83	OCONTO  	2.7	12.4	24	43	50	2931.00	6.711	37.10	33.50	29
10/24/98	54153	12	83	OCONTO  	2.7	12.4	24	43	50	2803.50	6.711	37.10	33.50	30
10/31/98	54153	12	83	OCONTO  	2.7	12.4	24	43	50	3110.00	6.711	37.10	33.50	31
11/07/98	54153	12	83	OCONTO  	2.7	12.4	24	43	50	2617.00	6.711	37.10	33.50	32
11/14/98	54153	12	83	OCONTO  	2.7	12.4	24	43	50	2596.00	6.711	37.10	33.50	33
11/21/98	54153	12	83	OCONTO  	2.7	12.4	24	43	50	2810.50	6.711	37.10	33.50	34
11/28/98	54153	12	83	OCONTO  	2.7	12.4	24	43	50	2869.00	6.711	37.10	33.50	35
12/05/98	54153	12	83	OCONTO  	2.7	12.4	24	43	50	2459.50	6.711	37.10	33.50	36
12/12/98	54153	12	83	OCONTO  	2.7	12.4	24	43	50	2658.50	6.711	37.10	33.50	37
12/19/98	54153	12	83	OCONTO  	2.7	12.4	24	43	50	2249.00	6.711	37.10	33.50	38
12/26/98	54153	12	83	OCONTO  	2.7	12.4	24	43	50	2330.50	6.711	37.10	33.50	39
01/02/99	54153	12	83	OCONTO  	2.7	12.4	24	43	50	2671.50	6.711	37.10	33.50	40
04/04/98	54170	4	87	OUTAGMIE	2.8	12.4	20	31	44	704.00	3.708	55.30	49.90	1
04/11/98	54170	4	87	OUTAGMIE	2.8	12.4	20	31	44	921.50	3.708	55.30	49.90	2
04/18/98	54170	4	87	OUTAGMIE	2.8	12.4	20	31	44	901.50	3.708	55.30	49.90	3
04/25/98	54170	4	87	OUTAGMIE	2.8	12.4	20	31	44	820.00	3.708	55.30	49.90	4
05/02/98	54170	4	87	OUTAGMIE	2.8	12.4	20	31	44	987.00	3.708	55.30	49.90	5
05/09/98	54170	4	87	OUTAGMIE	2.8	12.4	20	31	44	1115.50	3.708	55.30	49.90	6
05/16/98	54170	4	87	OUTAGMIE	2.8	12.4	20	31	44	3237.00	3.708	55.30	49.90	7
05/23/98	54170	4	87	OUTAGMIE	2.8	12.4	20	31	44	4080.00	3.708	55.30	49.90	8
05/30/98	54170	4	87	OUTAGMIE	2.8	12.4	20	31	44	668.00	3.708	55.30	49.90	9
06/06/98	54170	4	87	OUTAGMIE	2.8	12.4	20	31	44	813.50	3.708	55.30	49.90	10
06/13/98	54170	4	87	OUTAGMIE	2.8	12.4	20	31	44	707.50	3.708	55.30	49.90	11
06/20/98	54170	4	87	OUTAGMIE	2.8	12.4	20	31	44	819.00	3.708	55.30	49.90	12
06/27/98	54170	4	87	OUTAGMIE	2.8	12.4	20	31	44	827.00	3.708	55.30	49.90	13
07/04/98	54170	4	87	OUTAGMIE	2.8	12.4	20	31	44	960.00	3.708	55.30	49.90	14
07/11/98	54170	4	87	OUTAGMIE	2.8	12.4	20	31	44	1157.00	3.708	55.30	49.90	15
07/18/98	54170	4	87	OUTAGMIE	2.8	12.4	20	31	44	1526.00	3.708	55.30	49.90	16
07/25/98	54170	4	87	OUTAGMIE	2.8	12.4	20	31	44	3044.00	3.708	55.30	49.90	17
08/01/98	54170	4	87	OUTAGMIE	2.8	12.4	20	31	44	4305.00	3.708	55.30	49.90	18
08/08/98	54170	4	87	OUTAGMIE	2.8	12.4	20	31	44	931.00	3.708	55.30	49.90	19
08/15/98	54170	4	87	OUTAGMIE	2.8	12.4	20	31	44	1009.00	3.708	55.30	49.90	20
08/22/98	54170	4	87	OUTAGMIE	2.8	12.4	20	31	44	969.00	3.708	55.30	49.90	21
08/29/98	54170	4	87	OUTAGMIE	2.8	12.4	20	31	44	833.00	3.708	55.30	49.90	22
09/05/98	54170	4	87	OUTAGMIE	2.8	12.4	20	31	44	809.00	3.708	55.30	49.90	23
09/12/98	54170	4	87	OUTAGMIE	2.8	12.4	20	31	44	854.00	3.708	55.30	49.90	24
09/19/98	54170	4	87	OUTAGMIE	2.8	12.4	20	31	44	1001.00	3.708	55.30	49.90	25
09/26/98	54170	4	87	OUTAGMIE	2.8	12.4	20	31	44	971.00	3.708	55.30	49.90	26
10/03/98	54170	4	87	OUTAGMIE	2.8	12.4	20	31	44	816.00	3.708	55.30	49.90	27
10/10/98	54170	4	87	OUTAGMIE	2.8	12.4	20	31	44	793.00	3.708	55.30	49.90	28
10/17/98	54170	4	87	OUTAGMIE	2.8	12.4	20	31	44	746.00	3.708	55.30	49.90	29
10/24/98	54170	4	87	OUTAGMIE	2.8	12.4	20	31	44	905.00	3.708	55.30	49.90	30
10/31/98	54170	4	87	OUTAGMIE	2.8	12.4	20	31	44	1069.50	3.708	55.30	49.90	31
11/07/98	54170	4	87	OUTAGMIE	2.8	12.4	20	31	44	895.50	3.708	55.30	49.90	32
11/14/98	54170	4	87	OUTAGMIE	2.8	12.4	20	31	44	797.50	3.708	55.30	49.90	33
11/21/98	54170	4	87	OUTAGMIE	2.8	12.4	20	31	44	770.00	3.708	55.30	49.90	34
11/28/98	54170	4	87	OUTAGMIE	2.8	12.4	20	31	44	766.00	3.708	55.30	49.90	35
12/05/98	54170	4	87	OUTAGMIE	2.8	12.4	20	31	44	817.00	3.708	55.30	49.90	36
12/12/98	54170	4	87	OUTAGMIE	2.8	12.4	20	31	44	872.00	3.708	55.30	49.90	37
12/19/98	54170	4	87	OUTAGMIE	2.8	12.4	20	31	44	820.00	3.708	55.30	49.90	38
12/26/98	54170	4	87	OUTAGMIE	2.8	12.4	20	31	44	726.00	3.708	55.30	49.90	39
01/02/99	54170	4	87	OUTAGMIE	2.8	12.4	20	31	44	900.00	3.708	55.30	49.90	40
04/04/98	54205	3	61	KEWAUNEE	3.0	12.4	19	39	47	330.00	2.066	52.30	43.70	1
04/11/98	54205	3	61	KEWAUNEE	3.0	12.4	19	39	47	318.00	2.066	52.30	43.70	2
04/18/98	54205	3	61	KEWAUNEE	3.0	12.4	19	39	47	323.00	2.066	52.30	43.70	3
04/25/98	54205	3	61	KEWAUNEE	3.0	12.4	19	39	47	335.00	2.066	52.30	43.70	4
05/02/98	54205	3	61	KEWAUNEE	3.0	12.4	19	39	47	524.00	2.066	52.30	43.70	5
05/09/98	54205	3	61	KEWAUNEE	3.0	12.4	19	39	47	698.00	2.066	52.30	43.70	6
05/16/98	54205	3	61	KEWAUNEE	3.0	12.4	19	39	47	1793.50	2.066	52.30	43.70	7
05/23/98	54205	3	61	KEWAUNEE	3.0	12.4	19	39	47	2320.00	2.066	52.30	43.70	8
05/30/98	54205	3	61	KEWAUNEE	3.0	12.4	19	39	47	282.00	2.066	52.30	43.70	9
06/06/98	54205	3	61	KEWAUNEE	3.0	12.4	19	39	47	444.00	2.066	52.30	43.70	10
06/13/98	54205	3	61	KEWAUNEE	3.0	12.4	19	39	47	431.00	2.066	52.30	43.70	11
06/20/98	54205	3	61	KEWAUNEE	3.0	12.4	19	39	47	421.00	2.066	52.30	43.70	12
06/27/98	54205	3	61	KEWAUNEE	3.0	12.4	19	39	47	487.00	2.066	52.30	43.70	13
07/04/98	54205	3	61	KEWAUNEE	3.0	12.4	19	39	47	567.00	2.066	52.30	43.70	14
07/11/98	54205	3	61	KEWAUNEE	3.0	12.4	19	39	47	664.00	2.066	52.30	43.70	15
07/18/98	54205	3	61	KEWAUNEE	3.0	12.4	19	39	47	801.00	2.066	52.30	43.70	16
07/25/98	54205	3	61	KEWAUNEE	3.0	12.4	19	39	47	1891.00	2.066	52.30	43.70	17
08/01/98	54205	3	61	KEWAUNEE	3.0	12.4	19	39	47	2167.50	2.066	52.30	43.70	18
08/08/98	54205	3	61	KEWAUNEE	3.0	12.4	19	39	47	535.00	2.066	52.30	43.70	19
08/15/98	54205	3	61	KEWAUNEE	3.0	12.4	19	39	47	423.00	2.066	52.30	43.70	20
08/22/98	54205	3	61	KEWAUNEE	3.0	12.4	19	39	47	503.00	2.066	52.30	43.70	21
08/29/98	54205	3	61	KEWAUNEE	3.0	12.4	19	39	47	335.00	2.066	52.30	43.70	22
09/05/98	54205	3	61	KEWAUNEE	3.0	12.4	19	39	47	425.00	2.066	52.30	43.70	23
09/12/98	54205	3	61	KEWAUNEE	3.0	12.4	19	39	47	364.50	2.066	52.30	43.70	24
09/19/98	54205	3	61	KEWAUNEE	3.0	12.4	19	39	47	367.00	2.066	52.30	43.70	25
09/26/98	54205	3	61	KEWAUNEE	3.0	12.4	19	39	47	466.00	2.066	52.30	43.70	26
10/03/98	54205	3	61	KEWAUNEE	3.0	12.4	19	39	47	366.00	2.066	52.30	43.70	27
10/10/98	54205	3	61	KEWAUNEE	3.0	12.4	19	39	47	430.00	2.066	52.30	43.70	28
10/17/98	54205	3	61	KEWAUNEE	3.0	12.4	19	39	47	346.00	2.066	52.30	43.70	29
10/24/98	54205	3	61	KEWAUNEE	3.0	12.4	19	39	47	476.50	2.066	52.30	43.70	30
10/31/98	54205	3	61	KEWAUNEE	3.0	12.4	19	39	47	437.00	2.066	52.30	43.70	31
11/07/98	54205	3	61	KEWAUNEE	3.0	12.4	19	39	47	466.00	2.066	52.30	43.70	32
11/14/98	54205	3	61	KEWAUNEE	3.0	12.4	19	39	47	411.00	2.066	52.30	43.70	33
11/21/98	54205	3	61	KEWAUNEE	3.0	12.4	19	39	47	355.00	2.066	52.30	43.70	34
11/28/98	54205	3	61	KEWAUNEE	3.0	12.4	19	39	47	402.00	2.066	52.30	43.70	35
12/05/98	54205	3	61	KEWAUNEE	3.0	12.4	19	39	47	325.00	2.066	52.30	43.70	36
12/12/98	54205	3	61	KEWAUNEE	3.0	12.4	19	39	47	339.00	2.066	52.30	43.70	37
12/19/98	54205	3	61	KEWAUNEE	3.0	12.4	19	39	47	341.00	2.066	52.30	43.70	38
12/26/98	54205	3	61	KEWAUNEE	3.0	12.4	19	39	47	380.00	2.066	52.30	43.70	39
01/02/99	54205	3	61	KEWAUNEE	3.0	12.4	19	39	47	374.00	2.066	52.30	43.70	40
04/04/98	54213	2	29	DOOR    	2.8	12.5	17	39	48	368.00	1.680	52.10	38.40	1
04/11/98	54213	2	29	DOOR    	2.8	12.5	17	39	48	352.00	1.680	52.10	38.40	2
04/18/98	54213	2	29	DOOR    	2.8	12.5	17	39	48	417.00	1.680	52.10	38.40	3
04/25/98	54213	2	29	DOOR    	2.8	12.5	17	39	48	397.50	1.680	52.10	38.40	4
05/02/98	54213	2	29	DOOR    	2.8	12.5	17	39	48	470.00	1.680	52.10	38.40	5
05/09/98	54213	2	29	DOOR    	2.8	12.5	17	39	48	559.00	1.680	52.10	38.40	6
